# Renewables.ninja Solar PV (Point API) - -2.565, 116.180 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Asia/Makassar, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC
# {"units": {"time": "UTC", "local_time": "Asia/Makassar", "electricity": "kW", "irradiance_direct": "kW/m\u00b2", "irradiance_diffuse": "kW/m\u00b2", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "-2.565", "lon": "116.17957", "date_from": "2020-01-01", "date_to": "2020-12-31", "dataset": "merra2", "capacity": "1", "system_loss": "0.1", "tracking": "2", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2020-01-01 00:00,2020-01-01 08:00,0.149,0.022,0.166,26.126
2020-01-01 01:00,2020-01-01 09:00,0.261,0.039,0.280,26.742
2020-01-01 02:00,2020-01-01 10:00,0.351,0.053,0.377,27.425
2020-01-01 03:00,2020-01-01 11:00,0.400,0.060,0.436,28.025
2020-01-01 04:00,2020-01-01 12:00,0.374,0.044,0.419,28.356
2020-01-01 05:00,2020-01-01 13:00,0.312,0.029,0.355,28.413
2020-01-01 06:00,2020-01-01 14:00,0.233,0.019,0.269,28.304
2020-01-01 07:00,2020-01-01 15:00,0.146,0.012,0.174,28.079
2020-01-01 08:00,2020-01-01 16:00,0.075,0.008,0.095,27.746
2020-01-01 09:00,2020-01-01 17:00,0.019,0.004,0.031,27.431
2020-01-01 10:00,2020-01-01 18:00,0,0,0.001,27.196
2020-01-01 11:00,2020-01-01 19:00,0,0,0,26.999
2020-01-01 12:00,2020-01-01 20:00,0,0,0,26.713
2020-01-01 13:00,2020-01-01 21:00,0,0,0,26.393
2020-01-01 14:00,2020-01-01 22:00,0,0,0,25.922
2020-01-01 15:00,2020-01-01 23:00,0,0,0,25.551
2020-01-01 16:00,2020-01-02 00:00,0,0,0,25.304
2020-01-01 17:00,2020-01-02 01:00,0,0,0,25.091
2020-01-01 18:00,2020-01-02 02:00,0,0,0,24.916
2020-01-01 19:00,2020-01-02 03:00,0,0,0,24.761
2020-01-01 20:00,2020-01-02 04:00,0,0,0,24.659
2020-01-01 21:00,2020-01-02 05:00,0,0,0,24.646
2020-01-01 22:00,2020-01-02 06:00,0.011,0.009,0.015,24.699
2020-01-01 23:00,2020-01-02 07:00,0.069,0.016,0.080,25.219
2020-01-02 00:00,2020-01-02 08:00,0.157,0.028,0.169,25.799
2020-01-02 01:00,2020-01-02 09:00,0.244,0.036,0.264,26.661
2020-01-02 02:00,2020-01-02 10:00,0.348,0.057,0.370,27.576
2020-01-02 03:00,2020-01-02 11:00,0.423,0.081,0.444,28.176
2020-01-02 04:00,2020-01-02 12:00,0.433,0.082,0.457,28.523
2020-01-02 05:00,2020-01-02 13:00,0.404,0.077,0.424,28.712
2020-01-02 06:00,2020-01-02 14:00,0.356,0.078,0.363,28.744
2020-01-02 07:00,2020-01-02 15:00,0.288,0.080,0.276,28.630
2020-01-02 08:00,2020-01-02 16:00,0.188,0.066,0.169,28.339
2020-01-02 09:00,2020-01-02 17:00,0.069,0.034,0.062,27.871
2020-01-02 10:00,2020-01-02 18:00,0,0.001,0.002,27.130
2020-01-02 11:00,2020-01-02 19:00,0,0,0,26.638
2020-01-02 12:00,2020-01-02 20:00,0,0,0,26.242
2020-01-02 13:00,2020-01-02 21:00,0,0,0,25.965
2020-01-02 14:00,2020-01-02 22:00,0,0,0,25.716
2020-01-02 15:00,2020-01-02 23:00,0,0,0,25.490
2020-01-02 16:00,2020-01-03 00:00,0,0,0,25.271
2020-01-02 17:00,2020-01-03 01:00,0,0,0,25.094
2020-01-02 18:00,2020-01-03 02:00,0,0,0,25.034
2020-01-02 19:00,2020-01-03 03:00,0,0,0,25.026
2020-01-02 20:00,2020-01-03 04:00,0,0,0,24.941
2020-01-02 21:00,2020-01-03 05:00,0,0,0,24.792
2020-01-02 22:00,2020-01-03 06:00,0.015,0.014,0.016,24.667
2020-01-02 23:00,2020-01-03 07:00,0.110,0.042,0.101,25.093
2020-01-03 00:00,2020-01-03 08:00,0.230,0.069,0.211,25.688
2020-01-03 01:00,2020-01-03 09:00,0.328,0.084,0.316,26.452
2020-01-03 02:00,2020-01-03 10:00,0.409,0.099,0.406,27.267
2020-01-03 03:00,2020-01-03 11:00,0.464,0.113,0.465,27.785
2020-01-03 04:00,2020-01-03 12:00,0.457,0.100,0.470,28.083
2020-01-03 05:00,2020-01-03 13:00,0.411,0.081,0.428,28.139
2020-01-03 06:00,2020-01-03 14:00,0.308,0.048,0.330,27.878
2020-01-03 07:00,2020-01-03 15:00,0.221,0.038,0.235,27.557
2020-01-03 08:00,2020-01-03 16:00,0.118,0.023,0.130,27.208
2020-01-03 09:00,2020-01-03 17:00,0.031,0.009,0.041,26.759
2020-01-03 10:00,2020-01-03 18:00,0,0.001,0.002,26.324
2020-01-03 11:00,2020-01-03 19:00,0,0,0,26.087
2020-01-03 12:00,2020-01-03 20:00,0,0,0,25.972
2020-01-03 13:00,2020-01-03 21:00,0,0,0,25.775
2020-01-03 14:00,2020-01-03 22:00,0,0,0,25.452
