# Renewables.ninja Solar PV (Point API) - -3.460, 116.289 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Asia/Makassar, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC
# {"units": {"time": "UTC", "local_time": "Asia/Makassar", "electricity": "kW", "irradiance_direct": "kW/m\u00b2", "irradiance_diffuse": "kW/m\u00b2", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "-3.45968", "lon": "116.28859", "date_from": "2020-01-01", "date_to": "2020-12-31", "dataset": "merra2", "capacity": "1", "system_loss": "0.1", "tracking": "2", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2020-01-01 00:00,2020-01-01 08:00,0.117,0.012,0.141,27.572
2020-01-01 01:00,2020-01-01 09:00,0.181,0.013,0.212,27.714
2020-01-01 02:00,2020-01-01 10:00,0.227,0.013,0.267,27.947
2020-01-01 03:00,2020-01-01 11:00,0.259,0.014,0.305,28.176
2020-01-01 04:00,2020-01-01 12:00,0.301,0.020,0.351,28.437
2020-01-01 05:00,2020-01-01 13:00,0.287,0.021,0.333,28.605
2020-01-01 06:00,2020-01-01 14:00,0.232,0.017,0.270,28.648
2020-01-01 07:00,2020-01-01 15:00,0.152,0.012,0.181,28.532
2020-01-01 08:00,2020-01-01 16:00,0.076,0.008,0.097,28.184
2020-01-01 09:00,2020-01-01 17:00,0.020,0.004,0.033,28.189
2020-01-01 10:00,2020-01-01 18:00,0,0,0.001,28.167
2020-01-01 11:00,2020-01-01 19:00,0,0,0,28.092
2020-01-01 12:00,2020-01-01 20:00,0,0,0,27.932
2020-01-01 13:00,2020-01-01 21:00,0,0,0,27.691
2020-01-01 14:00,2020-01-01 22:00,0,0,0,27.360
2020-01-01 15:00,2020-01-01 23:00,0,0,0,27.057
2020-01-01 16:00,2020-01-02 00:00,0,0,0,26.815
2020-01-01 17:00,2020-01-02 01:00,0,0,0,26.668
2020-01-01 18:00,2020-01-02 02:00,0,0,0,26.573
2020-01-01 19:00,2020-01-02 03:00,0,0,0,26.502
2020-01-01 20:00,2020-01-02 04:00,0,0,0,26.413
2020-01-01 21:00,2020-01-02 05:00,0,0,0,26.354
2020-01-01 22:00,2020-01-02 06:00,0.006,0.004,0.012,26.356
2020-01-01 23:00,2020-01-02 07:00,0.052,0.009,0.067,26.721
2020-01-02 00:00,2020-01-02 08:00,0.113,0.012,0.135,27.049
2020-01-02 01:00,2020-01-02 09:00,0.181,0.015,0.211,27.285
2020-01-02 02:00,2020-01-02 10:00,0.265,0.022,0.303,27.587
2020-01-02 03:00,2020-01-02 11:00,0.329,0.031,0.374,27.957
2020-01-02 04:00,2020-01-02 12:00,0.365,0.040,0.411,28.319
